,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
7536,UPH,"UpHealth, Inc.",Healthcare,Health Information Services,USA,657550000.0,,5.61,0.1109,1043614.0
7537,UPLD,"Upland Software, Inc.",Technology,Software - Application,USA,1120000000.0,,38.15,-0.0063,108680.0
7538,UPRO,ProShares UltraPro S&P500,Financial,Exchange Traded Fund,USA,,,127.33,0.0055000000000000005,3837349.0
7540,UPST,"Upstart Holdings, Inc.",Financial,Credit Services,USA,15760000000.0,1181.92,203.29,0.1413,14202006.0
7541,UPV,ProShares Ultra FTSE Europe,Financial,Exchange Traded Fund,USA,,,73.85,0.013000000000000001,482.0
7542,UPW,ProShares Ultra Utilities,Financial,Exchange Traded Fund,USA,,,67.58,0.0088,7371.0
7544,URA,Global X Uranium ETF,Financial,Exchange Traded Fund,USA,,,18.97,-0.0222,237547.0
7546,URE,ProShares Ultra Real Estate,Financial,Exchange Traded Fund,USA,22220000000.0,,96.85,0.0118,4976.0
7548,URGN,UroGen Pharma Ltd.,Healthcare,Biotechnology,USA,339820000.0,,15.13,-0.020099999999999996,63274.0
7550,URNM,North Shore Global Uranium Mining ETF,Financial,Exchange Traded Fund,USA,,,55.23,-0.0233,109360.0
7552,URTH,iShares MSCI World ETF,Financial,Exchange Traded Fund,USA,,,131.36,0.0031,176132.0
7553,URTY,ProShares UltraPro Russell2000,Financial,Exchange Traded Fund,USA,,,102.64,-0.0279,207226.0
7554,USA,Liberty All-Star Equity Fund,Financial,Closed-End Fund - Equity,USA,1410000000.0,,8.47,-0.0024,492933.0
7556,USAI,Pacer American Energy Independence ETF,Financial,Exchange Traded Fund,USA,,,23.3,-0.0097,286.0
7561,USB,U.S. Bancorp,Financial,Banks - Regional,USA,84520000000.0,12.47,58.22,-0.010700000000000001,3620425.0
7562,USCI,United States Commodity Index Funds Trust - United States Commodity Index Fund,Financial,Exchange Traded Fund,USA,,,40.41,0.0027,18095.0
7564,USD,ProShares Ultra Semiconductors,Financial,Exchange Traded Fund,USA,,,35.39,0.0143,121051.0
7566,USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund,Financial,Exchange Traded Fund,USA,,,25.51,-0.004,5773.0
7568,USEP,Innovator S&P 500 Ultra Buffer ETF - September,Financial,Exchange Traded Fund,USA,,,28.2,0.0,754.0
7570,USFR,WisdomTree Floating Rate Treasury Fund,Financial,Exchange Traded Fund,USA,,,25.11,0.0004,220424.0
7571,USHY,iShares Broad USD High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,,,41.39,0.0015,1426177.0
7572,USIG,iShares Broad USD Investment Grade Corporate Bond ETF,Financial,Exchange Traded Fund,USA,,,60.9,0.0051,457202.0
7573,USIO,"Usio, Inc.",Technology,Software - Infrastructure,USA,130199999.99999999,,5.45,0.0055000000000000005,280261.0
7574,USL,"United States 12 Month Oil Fund, LP",Financial,Exchange Traded Fund,USA,,,24.54,-0.013300000000000001,23040.0
7577,USMC,Principal U.S. Mega-Cap ETF,Financial,Exchange Traded Fund,USA,,,41.64,0.0037,29331.0
7578,USMF,WisdomTree Trust - WisdomTree U.S. Multifactor Fund,Financial,Exchange Traded Fund,USA,,,40.6,-0.0013,10934.0
7579,USMV,iShares MSCI USA Min Vol Factor ETF,Financial,Exchange Traded Fund,USA,,,77.09,0.0042,1581038.0
7581,USO,"United States Oil Fund, LP",Financial,Exchange Traded Fund,USA,,,47.43,-0.0139,3391718.0
7582,USOI,Credit Suisse X-Links Crude Oil Shares Covered Call ETNs,Financial,Exchange Traded Fund,USA,,,5.09,-0.0059,477002.0
7583,USPH,"U.S. Physical Therapy, Inc.",Healthcare,Medical Care Facilities,USA,1500000000.0,48.14,111.77,-0.008100000000000001,19463.0
7584,USRT,iShares Core U.S. REIT ETF,Financial,Exchange Traded Fund,USA,,,61.17,0.0058,779482.0
7585,USSG,Xtrackers MSCI USA ESG Leaders Equity ETF,Financial,Exchange Traded Fund,USA,,,41.27,0.002,33456.0
7586,UST,ProShares Ultra 7-10 Year Treasury,Financial,Exchange Traded Fund,USA,,,70.48,0.011000000000000001,1869.0
7587,USTB,VictoryShares USAA Core Short-Term Bond ETF,Financial,Exchange Traded Fund,USA,,,51.85,0.0004,3255.0
7588,USVM,VictoryShares USAA MSCI USA Small Cap Value Momentum ETF,Financial,Exchange Traded Fund,USA,,,71.22,-0.0105,1969.0
7591,USXF,iShares ESG Advanced MSCI USA ETF,Financial,Exchange Traded Fund,USA,,,37.62,0.0013,56415.0
7592,UTES,Virtus Reaves Utilities ETF,Financial,Exchange Traded Fund,USA,,,44.49,0.005600000000000001,1295.0
7593,UTF,"Cohen & Steers Infrastructure Fund, Inc",Financial,Closed-End Fund - Equity,USA,2790000000.0,,29.83,0.0070999999999999995,129793.0
7594,UTG,Reaves Utility Income Fund,Financial,Closed-End Fund - Equity,USA,2000000000.0,,35.99,0.0064,149353.0
7595,UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,USA,8740000000.0,19.7,202.62,-0.0021,1054503.0
7598,UTMD,"Utah Medical Products, Inc.",Healthcare,Medical Instruments & Supplies,USA,314500000.0,24.16,86.4,-0.0176,3998.0
7599,UTME,"United Time Technology Co., Ltd.",Technology,Consumer Electronics,China,54990000.0,,6.5,-0.0525,166642.0
7600,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Financial,Exchange Traded Fund,USA,,,36.05,0.0046,4025.0
7601,UTSI,UTStarcom Holdings Corp.,Technology,Communication Equipment,China,46720000.0,,1.3,0.04,85212.0
7602,UTSL,Direxion Daily Utilities Bull 3X Shares,Financial,Exchange Traded Fund,USA,,,34.98,0.0172,173261.0
7604,UUP,Invesco DB US Dollar Index Trust - Invesco DB US Dollar Index Bullish Fund,Financial,Exchange Traded Fund,USA,,,24.86,-0.0048,741025.0
7607,UVE,"Universal Insurance Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,435660000.0,16.17,14.2,-0.0098,74923.0
7608,UVSP,Univest Financial Corporation,Financial,Banks - Regional,USA,774890000.0,8.29,27.42,-0.012199999999999999,46704.0
7610,UVXY,ProShares Ultra VIX Short-Term Futures ETF,Financial,Exchange Traded Fund,USA,,,23.02,0.0031,16107628.0
7611,UWM,ProShares Ultra Russell2000,Financial,Exchange Traded Fund,USA,,,55.19,-0.019,699213.0
7612,UWMC,UWM Holdings Corporation,Financial,Mortgage Finance,USA,12580000000.0,0.24,7.86,0.055,6243175.0
7613,UXI,ProShares Ultra Industrials,Financial,Exchange Traded Fund,USA,,,34.22,-0.004699999999999999,1590.0
7615,UYG,ProShares Ultra Financials,Financial,Exchange Traded Fund,USA,,,67.13,-0.006500000000000001,50977.0
7616,UYM,ProShares Ultra Basic Materials,Financial,Exchange Traded Fund,USA,,,102.1,0.0018,10341.0
7617,V,Visa Inc.,Financial,Credit Services,USA,492360000000.0,56.02,232.65,0.0037,5439337.0
7619,VACC,Vaccitech plc,Healthcare,Biotechnology,United Kingdom,499480000.0,,14.55,-0.0115,13691.0
7620,VACQU,Vector Acquisition Corporation,Financial,Shell Companies,USA,,,11.65,0.0009,76658.0
7623,VALQ,American Century STOXX U.S. Quality Value ETF,Financial,Exchange Traded Fund,USA,,,51.73,-0.0007000000000000001,2163.0
7624,VALU,"Value Line, Inc.",Financial,Financial Data & Stock Exchanges,USA,313190000.0,13.0,31.54,-0.0040999999999999995,321.0
7625,VAPO,"Vapotherm, Inc.",Healthcare,Medical Devices,USA,677800000.0,,26.19,0.006500000000000001,149873.0
7626,VAQC,Vector Acquisition Corporation II,Financial,Shell Companies,USA,436950000.0,,9.71,0.0021,2403.0
7627,VAW,Vanguard Materials Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,188.8,0.0003,61416.0
7628,VB,Vanguard Small-Cap Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,223.32,-0.0038,330035.0
7629,VBF,Invesco Bond Fund,Financial,Closed-End Fund - Debt,USA,241740000.0,14.06,21.23,0.0124,12674.0
7630,VBFC,Village Bank and Trust Financial Corp.,Financial,Banks - Regional,USA,68650000.0,5.92,46.7,0.0017000000000000001,15.0
7631,VBIV,VBI Vaccines Inc.,Healthcare,Biotechnology,USA,763880000.0,,2.89,-0.0302,1180413.0
7632,VBK,Vanguard Small-Cap Growth Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,283.08,-0.0043,82975.0
7633,VBLT,Vascular Biogenics Ltd.,Healthcare,Biotechnology,Israel,125100000.0,,2.25,0.0321,359400.0
7634,VBND,Vident Core U.S. Bond Strategy ETF,Financial,Exchange Traded Fund,USA,,,51.9,0.0037,5327.0
7635,VBR,Vanguard Small-Cap Value Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,174.04,-0.0039000000000000003,194516.0
7636,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,USA,1650000000.0,16.12,34.52,-0.0143,102954.0
7638,VCEB,Vanguard ESG U.S. Corporate Bond ETF,Financial,Exchange Traded Fund,USA,,,74.76,0.0051,10707.0
7639,VCEL,Vericel Corporation,Healthcare,Biotechnology,USA,2240000000.0,311.72,47.07,-0.014199999999999999,193555.0
7640,VCF,"Delaware Investments Colorado Municipal Income Fund, Inc.",Financial,Asset Management,USA,72360000.0,10.08,14.96,-0.0173,1240.0
7641,VCIF,Vertical Capital Income Fund,Financial,Asset Management,USA,112310000.0,,10.82,0.0019,29584.0
7642,VCIT,Vanguard Intermediate-Term Corporate Bond Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,95.52,0.0037,1210742.0
7643,VCKAU,Vickers Vantage Corp. I,Financial,Shell Companies,Singapore,,,10.24,-0.001,500.0
7644,VCLO,Simplify Volt Cloud and Cybersecurity Disruption ETF,Financial,Exchange Traded Fund,USA,,,14.11,-0.0006,3980.0
7645,VCLT,Vanguard Long-Term Corporate Bond Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,108.05,0.0105,2924993.0
7646,VCNX,"Vaccinex, Inc.",Healthcare,Biotechnology,USA,63590000.0,,2.35,0.0,42319.0
7647,VCR,Vanguard Consumer Discretionary Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,318.35,-0.0033,61054.0
7648,VCRA,"Vocera Communications, Inc.",Technology,Communication Equipment,USA,1580000000.0,,46.05,-0.0017000000000000001,341686.0
7649,VCSH,Vanguard Short-Term Corporate Bond Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,82.59,0.0005,1768171.0
7650,VCTR,"Victory Capital Holdings, Inc.",Financial,Asset Management,USA,2250000000.0,10.56,35.02,0.0222,122691.0
7651,VCV,Invesco California Value Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,676340000.0,31.47,14.13,-0.013999999999999999,85048.0
7652,VCYT,"Veracyte, Inc.",Healthcare,Biotechnology,USA,2790000000.0,,40.55,-0.0463,364477.0
7653,VDC,Vanguard Consumer Staples Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,187.98,0.0070999999999999995,91433.0
7654,VDE,Vanguard Energy Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,68.92,-0.015,756511.0
7655,VEA,Vanguard FTSE Developed Markets Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,52.84,0.0051,3827569.0
7657,VECO,Veeco Instruments Inc.,Technology,Semiconductor Equipment & Materials,USA,1060000000.0,124.48,21.66,-0.0032,120595.0
7658,VECT,VectivBio Holding AG,Healthcare,Biotechnology,Switzerland,278650000.0,,7.77,-0.0165,6692.0
7661,VEEV,Veeva Systems Inc.,Healthcare,Health Information Services,USA,49530000000.0,120.34,321.8,0.0040999999999999995,772767.0
7662,VEGI,iShares MSCI Global Agriculture Producers ETF,Financial,Exchange Traded Fund,USA,,,40.44,0.0034999999999999996,32843.0
7663,VEGN,US Vegan Climate ETF,Financial,Exchange Traded Fund,USA,,,40.84,0.0025,5868.0
7665,VEL,"Velocity Financial, Inc.",Financial,Mortgage Finance,USA,244820000.0,,12.94,-0.0263,3356.0
7666,VELOU,Velocity Acquisition Corp.,Financial,Shell Companies,USA,,,10.1,-0.0051,2599.0
7667,VENAU,Venus Acquisition Corporation,Financial,Shell Companies,USA,,,10.82,0.0,0.0
7669,VER,"VEREIT, Inc.",Real Estate,REIT - Diversified,USA,11490000000.0,56.66,50.14,0.0103,1887926.0
7670,VERB,"Verb Technology Company, Inc.",Technology,Software - Application,USA,130030000.0,,1.96,-0.0968,3768343.0
7671,VERI,"Veritone, Inc.",Technology,Software - Infrastructure,USA,676300000.0,,20.14,-0.0702,286552.0
7672,VERO,Venus Concept Inc.,Healthcare,Medical Devices,Canada,113460000.0,,2.04,-0.0239,5714693.0
7673,VERU,Veru Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,613470000.0,,7.57,0.0175,1726584.0
7674,VERV,"Verve Therapeutics, Inc.",Healthcare,Biotechnology,USA,2670000000.0,,60.0,-0.0015,236917.0
7675,VERX,"Vertex, Inc.",Technology,Software - Application,USA,2900000000.0,,19.21,0.045700000000000005,114498.0
7676,VERY,"Vericity, Inc.",Financial,Insurance - Life,USA,125460000.0,,9.0,0.125,12626.0
7678,VEU,Vanguard FTSE All-World ex-US Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,63.62,0.0036,904674.0
7681,VFH,Vanguard Financials Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,94.96,-0.0062,307942.0
7682,VFL,Delaware Investments National Municipal Income Fund,Financial,Asset Management,USA,65530000.0,8.54,14.47,-0.0007000000000000001,4701.0
7683,VFMF,Vanguard U.S. Multifactor ETF Shares,Financial,Exchange Traded Fund,USA,,,102.24,-0.0069,3850.0
7684,VFMO,Vanguard U.S. Momentum Factor ETF ETF Shares,Financial,Exchange Traded Fund,USA,,,131.61,-0.012199999999999999,6105.0
7685,VFMV,Vanguard U.S. Minimum Volatility ETF ETF Shares,Financial,Exchange Traded Fund,USA,,,102.35,0.0043,2781.0
7686,VFVA,Vanguard U.S. Value Factor ETF ETF Shares,Financial,Exchange Traded Fund,USA,,,100.28,-0.0068000000000000005,17364.0
7688,VGI,Virtus Global Multi-Sector Income Fund,Financial,Closed-End Fund - Debt,USA,136480000.0,,12.07,0.0134,56241.0
7689,VGII,Virgin Group Acquisition Corp. II,Financial,Shell Companies,USA,390020000.0,,9.69,-0.0031,24320.0
7690,VGIT,Vanguard Intermediate-Term Treasury Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,68.24,0.0028000000000000004,336457.0
7691,VGK,Vanguard FTSE Europe Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,70.38,0.0076,2046895.0
7692,VGLT,Vanguard Long-Term Treasury Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,90.14,0.014499999999999999,978039.0
7693,VGM,Invesco Trust for Investment Grade Municipals,Financial,Closed-End Fund - Debt,USA,761870000.0,44.75,14.05,-0.0034999999999999996,105667.0
7695,VGSH,Vanguard Short-Term Treasury Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,61.46,0.0002,577991.0
7696,VGT,Vanguard Information Technology Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,416.08,0.0045000000000000005,203429.0
7698,VHAQ,Viveon Health Acquisition Corp.,Financial,Shell Companies,USA,249080000.0,,9.9,0.0,13395.0
7699,VHC,VirnetX Holding Corp,Technology,Software - Infrastructure,USA,277170000.0,,3.9,-0.020099999999999996,234553.0
7701,VHT,Vanguard Health Care Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,257.72,0.0037,127654.0
7704,VIAO,VIA optronics AG,Technology,Electronic Components,Germany,185470000.0,,9.15,0.0421,9749.0
7705,VIAV,Viavi Solutions Inc.,Technology,Communication Equipment,USA,3670000000.0,49.6,16.02,0.0126,1886764.0
7706,VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,USA,16250000000.0,13.0,30.03,-0.0063,2269796.0
7707,VICR,Vicor Corporation,Technology,Electronic Components,USA,5120000000.0,103.11,118.37,-0.009399999999999999,65528.0
7708,VIDI,Vident International Equity Fund,Financial,Exchange Traded Fund,USA,,,27.65,-0.0043,32392.0
7710,VIG,Vanguard Dividend Appreciation Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,162.12,0.0028000000000000004,779064.0
7711,VIGI,Vanguard International Dividend Appreciation Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,90.13,0.0074,432060.0
7712,VIH,VPC Impact Acquisition Holdings,Financial,Shell Companies,USA,257579999.99999997,,9.93,-0.003,330220.0
7713,VII,7GC & Co. Holdings Inc.,Financial,Shell Companies,USA,508950000.0,,9.78,0.0021,924.0
7714,VIIAU,7GC & Co. Holdings Inc.,Financial,Shell Companies,USA,,,10.14,-0.0059,300.0
7715,VINC,"Vincerx Pharma, Inc.",Healthcare,Biotechnology,USA,232890000.0,,12.96,0.10490000000000001,83542.0
7716,VINO,"Gaucho Group Holdings, Inc.",Real Estate,Real Estate - Diversified,USA,25290000.0,,3.21,-0.061399999999999996,66744.0
7717,VINP,Vinci Partners Investments Ltd.,Financial,Asset Management,Brazil,732620000.0,3.53,13.16,-0.0008,96357.0
7718,VIOG,Vanguard S&P Small-Cap 600 Growth Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,228.8,-0.0073,6526.0
7719,VIOO,Vanguard S&P Small-Cap 600 Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,203.87,-0.0060999999999999995,18644.0
7720,VIOT,"Viomi Technology Co., Ltd",Technology,Consumer Electronics,China,363790000.0,12.03,5.28,-0.033,198959.0
7721,VIOV,Vanguard S&P Small-Cap 600 Value Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,176.11,-0.008199999999999999,22912.0
7723,VIR,"Vir Biotechnology, Inc.",Healthcare,Biotechnology,USA,5420000000.0,,42.39,0.012199999999999999,1003282.0
7725,VIRI,"Virios Therapeutics, Inc.",Healthcare,Biotechnology,USA,43230000.0,,5.05,-0.08839999999999999,32663.0
7726,VIRS,Pacer BioThreat Strategy ETF,Financial,Exchange Traded Fund,USA,,,33.6,0.0037,3.0
7727,VIRT,"Virtu Financial, Inc.",Financial,Capital Markets,USA,4880000000.0,6.22,26.08,0.0,2571674.0
7728,VIRX,"Viracta Therapeutics, Inc.",Healthcare,Biotechnology,USA,374080000.0,,10.26,-0.0229,54657.0
7729,VIS,Vanguard Industrials Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,199.88,-0.004699999999999999,100376.0
7730,VISL,"Vislink Technologies, Inc.",Technology,Communication Equipment,USA,93800000.0,,2.0,-0.0521,1755357.0
7734,VIVE,"Viveve Medical, Inc.",Healthcare,Medical Devices,USA,25340000.0,,2.4,-0.0083,233411.0
7735,VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostics & Research,USA,896900000.0,10.05,20.02,0.0015,324204.0
7736,VIXM,ProShares VIX Mid-Term Futures ETF,Financial,Exchange Traded Fund,USA,,,30.18,0.0,193442.0
7737,VIXY,ProShares VIX Short-Term Futures ETF,Financial,Exchange Traded Fund,USA,,,21.45,0.0,2098786.0
7738,VJET,voxeljet AG,Technology,Computer Hardware,Germany,58240000.0,,8.49,-0.1202,243095.0
7739,VKI,Invesco Advantage Municipal Income Trust II,Financial,Closed-End Fund - Debt,USA,544680000.0,90.22,12.27,-0.005699999999999999,75518.0
7740,VKQ,Invesco Municipal Trust,Financial,Closed-End Fund - Debt,USA,763970000.0,117.03,13.81,-0.0007000000000000001,90230.0
7741,VKTX,"Viking Therapeutics, Inc.",Healthcare,Biotechnology,USA,464410000.0,,5.91,-0.0166,473528.0
7742,VLATU,Valor Latitude Acquisition Corp.,Financial,Shell Companies,Cayman Islands,,,10.0,0.0,500.0
7743,VLDR,"Velodyne Lidar, Inc.",Technology,Scientific & Technical Instruments,USA,1470000000.0,,7.23,-0.0659,2755943.0
7746,VLON,"Vallon Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,28150000.0,,4.11,-0.0167,27596.0
7748,VLT,Invesco High Income Trust II,Financial,Closed-End Fund - Debt,USA,97360000.0,12.36,14.99,-0.0132,10867.0
7749,VLUE,iShares Trust - iShares MSCI USA Value Factor ETF,Financial,Exchange Traded Fund,USA,,,105.78,-0.0007000000000000001,940327.0
7750,VLY,Valley National Bancorp,Financial,Banks - Regional,USA,5190000000.0,12.48,13.23,-0.014199999999999999,1122673.0
7752,VMBS,Vanguard Scottsdale Funds - Vanguard Mortgage-Backed Securities ETF,Financial,Exchange Traded Fund,USA,,,53.46,0.0009,665727.0
7754,VMD,"Viemed Healthcare, Inc.",Healthcare,Medical Devices,USA,326500000.0,19.21,6.53,-0.0015,77495.0
7755,VMEO,"Vimeo, Inc.",Technology,Software - Application,USA,6290000000.0,,32.61,-0.0346,714900.0
7757,VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",Financial,Asset Management,USA,163600000.0,14.07,14.22,0.0007000000000000001,296.0
7758,VMO,Invesco Municipal Opportunity Trust,Financial,Closed-End Fund - Debt,USA,927620000.0,102.69,13.76,-0.0022,74372.0
7759,VMOT,Alpha Architect Value Momentum Trend ETF,Financial,Exchange Traded Fund,USA,,,28.01,-0.0001,175.0
7760,VMW,"VMware, Inc.",Technology,Software - Infrastructure,USA,66569999999.99999,31.81,157.66,0.0067,644554.0
7762,VNDA,Vanda Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,917050000.0,28.49,16.47,0.0167,328534.0
7764,VNET,"21Vianet Group, Inc.",Technology,Information Technology Services,China,2570000000.0,,18.88,-0.0089,1001579.0
7765,VNLA,Janus Henderson Short Duration Income ETF,Financial,Exchange Traded Fund,USA,,,50.15,0.0004,147755.0
7766,VNM,VanEck Vectors Vietnam ETF,Financial,Exchange Traded Fund,USA,,,19.84,0.002,145799.0
7767,VNO,Vornado Realty Trust,Real Estate,REIT - Office,USA,8140000000.000001,,42.69,0.0064,823869.0
7769,VNQ,Vanguard Real Estate Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,106.76,0.0055000000000000005,2583711.0
7770,VNQI,Vanguard Global ex-U.S. Real Estate Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,59.41,0.0052,101238.0
7771,VNRX,VolitionRx Limited,Healthcare,Diagnostics & Research,USA,173580000.0,,3.25,0.009300000000000001,29150.0
7772,VNT,Vontier Corporation,Technology,Scientific & Technical Instruments,USA,5590000000.0,12.92,34.24,-0.0032,341868.0
7774,VO,Vanguard Mid-Cap Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,244.15,0.0,384203.0
7777,VOE,Vanguard Mid-Cap Value Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,144.78,-0.001,206375.0
7779,VONE,Vanguard Russell 1000 Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,207.57,0.0006,26808.0
7780,VONG,Vanguard Russell 1000 Growth Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,72.93,0.0026,215186.0
7781,VONV,Vanguard Russell 1000 Value Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,71.59,0.0,129571.0
7782,VOO,Vanguard S&P 500 ETF,Financial,Exchange Traded Fund,USA,,,409.96,0.002,2245298.0
7783,VOOG,Vanguard S&P 500 Growth Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,276.14,0.0036,242544.0
7784,VOOV,Vanguard S&P 500 Value Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,146.68,-0.0005,361599.0
7785,VOR,Vor Biopharma Inc.,Healthcare,Biotechnology,USA,519220000.0,,14.14,0.022400000000000003,142740.0
7786,VOSOU,Virtuoso Acquisition Corp.,Financial,Shell Companies,USA,,,10.48,0.0048,1205.0
7787,VOT,Vanguard Mid-Cap Growth Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,242.55,-0.0016,68996.0
7788,VOX,Vanguard Communication Services Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,144.84,-0.0017000000000000001,123749.0
7790,VOYA,"Voya Financial, Inc.",Financial,Financial Conglomerates,USA,7860000000.0,7.17,67.06,0.0046,1200938.0
7791,VPC,Virtus Private Credit ETF,Financial,Exchange Traded Fund,USA,,,25.55,-0.0008,4526.0
7792,VPCBU,VPC Impact Acquisition Holdings II,Financial,Shell Companies,Cayman Islands,,,10.15,0.002,5428.0
7793,VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments,USA,510650000.0,41.75,38.08,-0.0246,29348.0
7794,VPL,Vanguard FTSE Pacific Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,82.62,0.0018,361584.0
7795,VPN,Global X Data Center REITs & Digital Infrastructure ETF,Financial,Exchange Traded Fund,USA,,,17.69,0.0143,22083.0
7796,VPU,Vanguard Utilities Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,149.76,0.005600000000000001,142966.0
7797,VPV,Invesco Pennsylvania Value Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,326160000.0,90.05,13.69,-0.0009,30425.0
7799,VRAI,Virtus Real Asset Income ETF,Financial,Exchange Traded Fund,USA,,,26.36,0.0013,4668.0
7800,VRAR,"The Glimpse Group, Inc. Common Stock",Technology,Software - Infrastructure,USA,81670000.0,,8.3,-0.0643,239683.0
7801,VRAY,"ViewRay, Inc.",Healthcare,Medical Devices,USA,995000000.0,,5.5,-0.0196,1228838.0
7802,VRCA,Verrica Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,308240000.0,,10.74,0.004699999999999999,15939.0
7803,VRDN,"Viridian Therapeutics, Inc.",Healthcare,Biotechnology,USA,100210000.0,,11.77,-0.0046,16737.0
7804,VREX,Varex Imaging Corporation,Healthcare,Medical Devices,USA,1080000000.0,,27.58,-0.0079,173014.0
7805,VRIG,Invesco Variable Rate Investment Grade ETF,Financial,Exchange Traded Fund,USA,,,25.11,0.0,26585.0
7808,VRNA,Verona Pharma plc,Healthcare,Biotechnology,United Kingdom,347130000.0,,5.94,-0.0182,17994.0
7809,VRNS,"Varonis Systems, Inc.",Technology,Software - Infrastructure,USA,6630000000.0,,60.14,0.0126,391694.0
7810,VRNT,Verint Systems Inc.,Technology,Software - Infrastructure,USA,2770000000.0,,42.7,-0.0009,397558.0
7811,VRP,Invesco Variable Rate Preferred ETF,Financial,Exchange Traded Fund,USA,,,26.42,0.0015,397417.0
7812,VRPX,"Virpax Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,21930000.0,,4.53,-0.0195,125148.0
7816,VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,USA,23540000000.0,38.02,209.44,-0.0040999999999999995,583563.0
7818,VRTS,"Virtus Investment Partners, Inc.",Financial,Asset Management,USA,2370000000.0,14.56,313.09,0.0025,30690.0
7820,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,51010000000.0,25.61,194.36,-0.0023,3230109.0
7822,VSAT,"Viasat, Inc.",Technology,Communication Equipment,USA,4040000000.0,1661.52,54.83,-0.0076,225307.0
7824,VSDA,VictoryShares Dividend Accelerator ETF,Financial,Exchange Traded Fund,USA,,,45.95,0.0033,132512.0
7826,VSGX,Vanguard ESG International Stock ETF,Financial,Exchange Traded Fund,USA,,,64.28,0.0022,95832.0
7827,VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductors,USA,3230000000.0,19.72,22.66,-0.0004,606783.0
7828,VSL,Volshares Large Cap ETF,Financial,Exchange Traded Fund,USA,,,43.67,0.0034999999999999996,318139.0
7829,VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,Financial,Exchange Traded Fund,USA,,,39.91,0.0049,3200.0
7830,VSS,Vanguard FTSE All-World ex-US Small-Cap Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,,,138.55,0.0004,93328.0
